location_id,vector_id,water,vegetation,temperature,elevation,erosion,scale,density,built,tech,light,fauna,weirdness,sound,dynamic
27587,87,2.6,1.2,0.5,0.3,0.3,0.0,1.9,2.4,0.1,1.3,2.2,1.8,0.0,2.0
27588,292,2.8,2.2,0.8,2.9,3.0,2.5,2.0,0.6,1.7,1.7,1.9,0.3,2.0,2.9
27589,294,2.7,0.2,0.4,1.6,2.8,2.0,1.4,2.7,0.4,1.0,1.7,0.7,1.1,3.0
27590,89,1.2,0.8,1.9,2.8,2.4,1.1,2.3,0.1,1.0,0.3,2.8,0.7,2.0,1.2
27591,91,0.7,2.6,0.0,0.4,1.0,1.9,0.8,0.6,1.8,1.0,1.1,0.0,2.8,0.9
27592,296,1.4,1.8,0.6,2.7,2.6,1.6,2.4,1.6,1.5,1.3,1.3,1.5,1.4,2.5
27593,295,1.2,1.9,1.8,2.3,1.9,1.6,1.6,2.6,0.1,0.4,2.9,0.1,2.6,1.4
27594,300,1.9,0.6,1.4,0.9,2.4,1.4,2.1,1.2,1.8,1.8,1.2,1.1,0.5,2.7
27595,297,0.2,2.1,1.8,0.7,0.6,2.1,1.8,0.4,2.8,2.5,1.1,2.6,1.2,0.5
27596,302,1.7,0.0,1.2,2.3,1.5,1.9,2.8,0.1,0.2,2.9,1.2,0.8,2.8,0.3
27597,304,2.0,0.7,0.6,1.2,1.2,0.9,2.7,2.0,0.8,1.5,1.2,1.4,1.1,1.7
27598,95,1.0,1.0,2.0,2.5,3.0,2.4,2.5,1.3,0.0,1.6,2.6,2.1,0.6,0.8
27599,94,2.1,2.2,0.6,2.4,2.0,2.7,2.6,0.2,1.6,2.0,2.0,1.2,0.5,1.7
27600,309,1.2,2.9,1.5,0.3,2.5,1.0,1.4,1.5,2.5,0.6,3.0,2.4,2.5,2.3
27601,305,1.1,1.8,0.1,2.0,0.9,2.6,2.8,0.3,2.2,2.9,2.9,2.5,2.1,0.8
27602,307,2.2,0.5,2.9,2.6,1.1,0.1,1.5,0.0,1.0,1.5,2.7,2.8,0.4,1.7
27603,96,2.4,0.3,1.3,1.9,0.7,1.5,2.8,2.7,0.8,2.7,0.1,1.4,0.8,1.2
27604,311,2.8,0.7,1.2,1.0,0.7,0.5,2.8,1.5,2.6,2.5,0.1,2.0,2.0,2.2
27605,102,0.3,2.1,2.5,0.4,1.3,0.3,1.1,1.2,0.9,0.7,1.5,2.3,2.2,0.1
27606,316,2.2,1.2,2.0,1.1,2.8,3.0,3.0,0.8,0.4,1.4,1.4,2.7,2.6,3.0
27607,319,1.8,0.6,2.0,1.5,2.5,2.1,1.2,2.5,2.1,1.8,0.8,1.6,2.6,0.9
27608,312,0.6,1.1,0.0,2.2,1.4,2.9,2.0,2.5,0.9,2.1,2.5,0.2,0.9,1.3
27609,324,2.4,0.7,1.3,2.3,0.6,0.5,1.3,2.9,2.0,0.9,0.4,0.5,3.0,2.3
27610,337,1.0,0.6,1.4,0.5,0.0,1.6,2.8,1.8,1.4,2.0,1.0,0.1,0.4,2.0
27611,331,2.0,1.7,2.5,1.4,2.7,1.3,1.3,1.3,2.7,2.6,2.9,1.7,0.7,1.8
27612,335,2.1,1.6,0.5,1.1,0.9,0.5,0.4,0.4,2.1,1.3,1.6,0.6,1.9,2.1
27613,327,1.5,1.7,1.2,3.0,1.6,0.9,0.0,0.8,1.0,2.0,2.1,0.7,2.5,2.5
27614,104,2.7,1.8,2.3,2.4,2.7,2.6,2.4,0.8,0.5,1.4,0.6,2.8,0.5,2.4
27615,110,2.3,1.0,2.4,2.0,0.1,0.4,2.4,1.0,0.6,0.0,0.7,1.3,0.8,0.2
27616,344,2.2,1.1,2.7,1.3,0.6,0.5,0.9,1.2,1.6,1.8,0.3,0.8,2.5,0.6
27617,343,1.2,2.6,1.5,2.8,2.8,2.5,0.5,1.4,1.3,2.2,2.9,1.0,2.7,1.8
27618,340,0.1,2.7,2.2,0.4,0.4,2.0,1.7,1.0,0.7,1.5,2.7,2.5,2.9,2.8
27619,341,2.3,2.0,2.6,1.0,1.6,1.1,1.4,2.0,1.8,1.0,0.3,1.6,2.3,2.4
27620,346,0.7,0.7,0.2,0.8,0.4,1.2,2.3,2.4,2.9,1.8,1.0,3.0,0.7,1.3
27621,347,2.5,2.2,0.4,0.2,1.2,2.2,3.0,2.3,0.1,1.9,2.0,0.4,0.3,1.8
27622,350,2.6,2.2,2.0,0.9,0.6,1.5,2.3,1.1,2.4,0.9,0.1,2.7,2.7,2.7
27623,348,1.2,0.4,1.1,1.4,2.0,1.4,1.2,1.7,2.4,1.6,2.7,2.2,2.4,0.4
27624,113,2.0,1.6,1.7,0.4,0.9,0.6,0.2,2.2,2.8,0.7,0.1,0.6,1.5,1.5
27625,356,1.6,2.6,1.5,0.8,0.6,2.9,1.5,0.1,2.1,0.1,0.1,2.2,0.2,0.2
27626,355,2.4,0.9,2.6,0.8,2.1,1.5,0.9,2.3,0.4,0.2,0.2,2.8,0.6,2.0
27627,112,0.5,2.9,1.3,1.7,2.2,2.9,0.8,0.5,1.8,2.6,1.6,1.3,2.8,2.9
27628,353,0.5,3.0,2.9,1.5,2.7,1.8,2.7,2.7,2.1,0.2,0.4,1.8,1.3,2.7
27629,105,3.0,2.0,0.5,1.5,1.6,1.6,1.2,1.3,1.1,0.5,0.0,2.0,1.5,1.7
27630,357,2.5,2.8,2.6,2.3,1.4,2.5,1.0,2.7,0.1,1.8,0.1,2.0,1.6,2.8
27631,358,2.5,1.0,1.9,0.2,0.2,2.1,3.0,1.4,1.5,0.7,2.0,0.4,2.7,1.0
27632,111,1.3,1.2,1.1,2.9,0.8,1.4,1.5,0.4,0.8,0.4,2.6,2.2,1.6,1.1
27633,361,0.8,1.7,2.5,1.8,2.8,0.4,0.9,1.3,2.7,2.0,2.6,1.6,2.5,1.9
27634,359,0.4,1.6,2.4,1.4,0.9,1.2,1.9,2.6,1.3,1.6,2.0,2.9,0.8,1.3
27635,362,0.3,2.9,0.8,1.0,1.7,2.7,1.9,2.6,2.2,2.8,0.8,2.8,0.4,2.1
27636,365,0.7,2.5,0.7,1.9,1.2,0.8,0.7,1.6,0.8,0.9,2.8,2.5,0.3,2.2
27637,367,0.3,1.8,2.1,1.8,2.9,0.1,1.6,1.6,0.6,1.0,2.7,0.5,1.5,2.5
27638,117,2.5,0.5,0.7,0.8,2.2,0.6,2.5,1.1,1.5,1.0,1.6,1.6,1.4,1.7
27639,369,1.7,2.4,1.9,1.9,1.7,0.9,0.7,0.4,1.0,2.1,0.6,1.5,1.7,1.1
27640,119,1.8,0.6,1.1,1.2,2.1,0.7,0.2,3.0,0.9,0.8,2.4,1.7,2.2,2.0
27641,370,0.3,0.4,1.7,2.1,2.6,1.1,2.6,2.9,1.2,1.2,0.1,0.9,2.9,0.1
27642,371,0.6,2.5,1.2,2.6,0.9,1.2,2.1,0.5,1.8,0.2,0.2,0.0,1.7,2.9
27643,373,0.2,2.1,0.6,1.9,1.8,1.4,0.1,1.4,2.6,2.2,2.4,1.5,2.9,3.0
27644,375,0.1,1.3,0.9,1.2,0.6,0.8,0.4,2.1,0.3,1.3,1.0,2.1,0.0,2.3
27645,374,1.5,0.4,2.2,1.2,0.1,1.9,2.2,2.1,0.6,1.2,2.1,0.4,2.6,0.2
27646,376,1.4,2.9,0.3,1.5,2.4,2.1,1.5,0.2,1.6,1.9,0.7,1.2,0.0,2.9
27647,123,1.1,1.1,1.7,0.9,0.7,0.3,2.9,1.1,1.7,2.2,1.8,2.3,1.3,2.2
27648,116,2.7,2.2,2.0,2.9,2.8,0.2,0.8,2.7,1.9,1.6,1.7,1.8,2.1,2.1
27649,378,2.3,0.2,2.9,1.6,1.5,2.0,0.7,1.7,1.7,2.6,2.1,1.5,0.1,1.5
27650,380,2.3,1.3,1.1,0.5,2.3,0.6,0.7,2.2,2.3,0.8,2.3,2.2,0.6,0.7
27651,383,0.8,0.3,1.3,0.5,2.6,1.9,0.7,2.2,0.7,2.6,1.5,1.1,0.2,2.8
27652,386,2.5,2.4,3.0,2.9,1.8,1.9,1.6,0.1,1.9,2.1,1.5,0.6,1.2,1.5
27653,126,0.5,0.7,1.8,1.4,2.6,2.8,1.9,2.6,2.6,2.8,0.6,1.5,0.3,2.1
27654,384,2.9,1.1,0.1,0.6,2.3,0.7,2.4,1.7,2.3,0.5,0.9,1.9,0.1,1.8
27655,128,1.8,0.6,2.4,1.7,2.1,0.4,1.7,2.9,2.8,0.6,2.4,0.6,2.8,1.6
27656,120,1.9,1.8,2.8,2.9,0.0,0.1,2.8,2.6,0.9,1.1,1.2,3.0,2.1,2.5
27657,130,1.7,1.3,0.8,1.0,2.7,2.0,1.0,2.8,2.3,0.5,0.4,1.8,2.6,1.8
27658,387,2.6,0.5,2.0,0.3,1.9,0.2,0.3,1.9,2.1,0.7,0.7,0.7,2.9,2.6
27659,392,1.9,2.5,2.6,1.0,0.7,1.5,1.3,3.0,0.9,3.0,2.2,2.6,0.6,0.4
27660,388,2.4,1.9,1.6,1.2,2.3,0.7,2.0,2.3,2.3,1.0,0.1,1.5,1.9,1.2
27661,389,1.2,0.1,2.7,2.9,0.5,2.2,2.4,2.3,2.5,1.5,1.4,2.4,0.9,0.6
27662,398,1.1,0.2,2.6,3.0,1.4,0.4,0.4,1.7,2.7,0.6,0.5,2.3,0.7,1.6
27663,395,0.4,1.5,1.7,0.9,0.4,2.9,2.7,2.1,0.5,2.1,2.0,0.1,0.3,2.4
27664,131,2.4,2.4,1.7,0.7,3.0,0.2,0.3,2.6,2.0,2.4,0.6,0.2,2.7,0.4
27665,138,2.0,0.8,2.8,0.7,0.8,0.9,1.3,2.2,2.2,1.1,1.7,0.4,1.8,0.3
27666,134,2.9,0.2,0.9,1.8,1.1,0.8,2.3,0.0,1.8,2.5,2.5,2.4,2.5,0.9
27667,140,1.5,2.5,2.1,2.2,2.7,1.3,0.2,1.3,2.6,0.0,2.3,0.9,1.7,1.1
27668,144,1.3,0.9,2.9,2.9,1.5,2.2,2.6,0.7,2.0,2.5,2.0,1.4,0.9,2.3
27669,142,0.2,0.0,1.5,2.5,2.7,2.4,1.2,2.0,1.9,0.1,0.8,2.0,0.6,0.4
27670,146,0.5,0.2,2.1,0.2,1.0,2.6,1.6,1.0,1.4,0.4,1.6,1.9,0.9,0.3
27671,148,1.1,2.6,0.9,0.7,0.3,0.9,0.1,1.9,1.5,0.3,2.4,3.0,1.1,2.3
27672,150,1.5,2.9,0.1,1.5,1.3,1.1,2.7,2.5,0.3,1.1,1.2,0.7,1.2,1.6
27673,152,1.1,1.8,2.3,1.3,0.0,0.5,0.6,1.5,0.2,1.2,1.6,0.3,0.1,1.7
27674,155,1.0,3.0,1.0,2.5,2.6,2.4,1.2,2.4,1.9,2.4,0.9,2.6,2.3,1.6
27675,157,2.4,2.0,0.8,2.1,2.5,0.7,2.6,0.1,1.1,0.2,2.7,1.0,0.8,0.0
27676,161,0.5,1.5,1.6,3.0,3.0,0.9,2.2,1.8,1.4,0.6,2.3,0.5,1.7,0.8
27677,159,1.4,0.4,2.1,0.4,0.3,2.3,2.0,1.0,0.8,2.5,2.6,1.3,1.6,2.9
27678,162,1.0,1.6,2.5,2.4,0.6,2.8,1.8,0.4,1.9,0.7,2.2,2.7,0.7,2.7
27679,163,2.4,2.8,1.4,2.5,0.5,1.7,0.8,0.8,1.9,2.9,0.9,0.5,2.8,1.3
27680,167,2.8,0.8,2.3,0.6,2.0,1.5,2.0,2.1,0.0,0.1,2.2,0.9,0.8,1.9
27681,165,1.3,0.8,0.4,2.9,1.6,1.5,0.3,0.7,0.2,0.8,1.3,2.6,2.2,0.3
27682,168,0.1,1.6,1.5,1.9,0.3,2.2,0.3,0.2,1.7,2.3,0.0,1.4,0.2,0.5
27683,170,0.2,0.3,2.7,2.0,2.4,2.2,0.4,0.5,2.4,2.1,2.6,2.9,2.2,0.9
27684,166,2.7,1.1,0.7,0.0,1.7,1.1,1.2,0.4,2.4,1.7,0.0,0.0,1.0,0.2
27685,171,2.1,2.6,1.0,1.5,0.1,3.0,2.9,0.3,2.8,1.3,0.5,1.1,2.9,1.9
27686,173,2.9,0.7,1.2,0.4,2.7,0.6,1.1,2.9,1.9,1.2,1.8,0.4,2.2,1.5
27687,172,0.5,1.4,0.0,1.9,0.7,0.5,1.4,2.7,2.4,2.5,0.2,1.9,2.9,0.5
27688,164,1.6,1.6,0.5,2.5,0.8,3.0,0.3,1.5,2.5,1.8,0.1,2.2,2.4,0.4
27689,175,2.2,1.9,2.5,1.6,2.5,1.2,0.6,0.3,1.4,2.0,0.0,1.9,0.2,0.6
27690,176,2.0,2.2,1.7,3.0,1.2,0.8,1.5,0.6,2.2,2.2,1.2,0.9,2.0,0.7
27691,178,1.6,2.4,0.3,1.4,1.3,1.7,1.8,1.2,2.9,0.4,1.5,0.3,2.8,3.0
27692,183,1.7,0.2,1.2,2.7,2.0,1.5,1.5,1.4,1.1,2.6,0.1,2.7,1.5,1.6
27693,182,1.4,1.8,2.7,0.4,1.3,1.0,2.7,2.3,1.8,1.1,0.9,1.9,0.6,0.7
27694,0,0.8,2.5,2.1,1.3,0.8,2.0,2.3,0.2,1.2,0.3,2.7,1.3,2.6,2.6
27695,2,2.8,1.1,0.9,0.0,1.0,2.9,0.4,2.8,1.5,2.4,1.5,0.1,2.2,2.5
27696,1,2.1,0.4,0.1,1.0,2.6,2.4,2.6,0.3,2.5,1.2,2.3,3.0,2.3,1.6
27697,3,1.1,1.5,1.1,2.6,0.5,1.9,1.4,2.5,2.1,0.6,2.4,2.6,1.5,1.2
27698,4,1.9,2.8,0.4,1.1,0.7,0.1,1.2,1.9,1.1,0.1,3.0,1.6,1.0,2.1
27699,184,2.8,1.7,1.7,0.5,1.6,1.2,2.8,1.6,2.4,0.6,1.3,1.7,0.5,0.9
27700,186,1.1,2.3,0.4,2.9,1.5,2.0,0.5,0.1,1.7,0.3,1.8,2.5,0.2,2.4
27701,6,2.6,2.4,2.0,2.2,0.7,1.2,2.8,2.9,2.3,2.3,0.2,2.4,0.5,1.1
27702,5,0.8,2.1,0.2,0.7,2.4,0.2,2.6,2.2,1.1,2.6,1.7,1.3,0.0,0.4
27703,7,1.3,2.2,2.8,0.5,1.3,1.0,1.3,1.4,1.9,0.5,0.2,1.4,0.2,1.4
27704,9,2.2,2.4,2.2,2.5,0.3,0.7,1.7,2.7,1.6,2.1,1.1,1.5,1.4,2.4
27705,10,2.4,2.7,0.5,2.1,3.0,2.4,0.6,0.5,1.8,1.4,2.4,2.7,1.6,2.8
27706,187,0.9,3.0,0.6,0.7,2.9,1.0,0.1,0.3,1.7,2.0,1.7,0.1,2.5,0.5
27707,12,2.9,1.8,2.5,2.4,0.4,1.7,1.6,1.6,0.6,1.1,1.2,1.8,1.3,1.1
27708,189,0.9,2.9,1.9,0.0,1.0,0.5,0.1,0.5,1.2,2.3,0.6,2.9,2.2,2.3
27709,8,2.3,1.2,2.4,0.6,2.9,2.1,1.3,0.4,0.0,2.3,1.6,0.5,2.0,0.8
27710,11,1.2,2.3,1.6,2.6,2.8,2.4,0.5,0.6,1.1,1.6,1.3,1.5,2.7,2.9
27711,13,1.4,1.7,0.6,2.1,0.8,1.5,1.0,2.3,1.4,2.2,2.1,1.3,0.8,0.0
27712,14,2.7,0.7,0.5,0.3,2.8,2.0,2.9,0.2,0.8,0.4,1.3,0.3,0.4,2.8
27713,197,1.4,2.6,1.6,0.7,2.0,0.9,0.2,1.7,0.3,1.9,2.3,2.6,3.0,2.4
27714,15,2.6,1.2,2.5,0.5,1.1,0.5,0.6,2.7,1.2,2.9,0.3,0.1,2.1,1.7
27715,16,0.0,1.5,2.8,1.0,2.1,0.5,0.4,2.1,1.0,0.6,0.0,0.6,1.5,2.4
27716,198,1.5,2.3,1.3,1.8,2.0,2.5,3.0,2.7,2.5,1.1,0.9,0.1,0.7,2.9
27717,18,1.2,2.5,2.1,2.8,2.2,0.6,0.0,2.6,2.3,1.5,1.6,2.0,2.6,1.0
27718,194,0.3,2.8,0.8,1.4,2.9,0.5,0.1,2.2,0.7,0.0,0.2,1.6,2.0,1.4
27719,200,1.5,2.2,3.0,0.6,0.1,1.8,2.3,0.0,0.4,0.9,2.8,0.9,1.7,0.1
27720,17,2.7,0.2,0.2,1.6,1.0,2.9,0.1,0.6,2.0,2.0,1.5,0.9,2.9,0.4
27721,19,0.3,0.6,1.2,2.6,2.6,2.4,2.0,0.9,1.3,1.8,2.9,2.7,0.5,0.2
27722,22,0.6,2.3,1.7,1.2,0.9,2.5,0.1,1.5,2.9,0.7,2.2,2.2,2.8,1.8
27723,20,2.6,0.7,1.9,1.6,1.1,1.3,1.2,1.1,0.3,0.6,0.7,2.6,3.0,2.7
27724,21,2.0,1.6,2.9,2.0,1.4,0.8,1.1,0.9,2.6,1.9,1.4,2.5,0.9,1.6
27725,23,2.5,0.6,0.0,1.9,2.3,1.3,2.5,1.7,0.8,3.0,2.5,2.1,0.4,2.9
27726,25,1.2,0.2,1.1,1.2,2.0,1.8,2.4,0.1,0.4,0.4,2.9,1.8,2.7,1.5
27727,201,1.0,1.7,0.2,2.6,1.2,1.3,0.4,0.9,0.7,2.9,2.4,0.7,0.4,2.5
27728,24,0.4,1.4,2.3,0.8,1.8,1.2,1.2,0.1,0.9,0.2,0.5,0.2,0.3,0.3
27729,28,0.3,1.9,2.2,1.4,1.8,0.4,0.3,2.5,1.4,2.6,0.8,1.9,2.9,1.6
27730,204,1.7,0.1,0.2,2.5,1.1,0.0,1.2,2.4,2.7,2.2,0.6,0.5,0.6,2.4
27731,26,1.6,1.3,0.3,0.1,1.3,1.6,1.4,2.7,2.4,1.1,1.0,1.5,1.8,1.9
27732,27,0.1,3.0,0.6,2.4,2.6,1.8,0.8,1.5,2.8,1.0,1.8,2.5,2.5,1.9
27733,30,1.6,0.9,1.6,1.5,0.1,0.9,0.7,1.4,2.8,1.3,1.9,2.0,1.9,2.4
27734,205,1.1,2.8,2.8,1.5,2.0,2.8,1.3,0.8,1.4,1.5,2.7,2.1,2.6,1.6
27735,29,0.4,0.1,2.7,2.2,0.3,0.0,2.9,0.1,2.0,0.5,1.8,0.4,2.4,0.8
27736,31,2.4,1.5,1.6,2.3,0.8,2.2,1.0,1.7,0.7,1.9,0.3,0.1,0.3,0.5
27737,33,0.2,0.5,0.7,2.8,2.1,2.5,0.2,2.1,0.1,1.4,1.4,2.9,0.3,2.5
27738,32,0.4,1.3,1.0,0.6,2.1,0.4,3.0,2.9,0.5,2.8,0.4,0.8,2.5,0.2
27739,34,1.9,1.0,1.3,1.5,1.5,2.8,1.8,1.9,0.4,2.2,1.1,0.5,0.2,2.1
27740,37,1.0,0.8,1.4,0.4,0.2,0.2,0.8,0.8,0.5,2.6,2.4,2.9,0.5,2.0
27741,35,0.2,0.7,1.8,0.3,1.2,1.0,2.0,0.7,1.7,0.9,1.9,2.2,2.0,0.3
27742,203,0.9,2.7,0.2,0.2,1.1,2.8,0.5,0.9,1.1,2.9,1.4,1.2,1.0,2.6
27743,206,1.9,2.8,2.1,0.6,2.3,0.3,0.9,0.4,2.2,1.5,2.2,1.2,2.4,0.5
27744,207,0.9,2.1,0.0,0.1,1.7,0.3,1.6,0.8,2.7,0.1,0.3,0.5,1.4,1.2
27745,38,2.1,2.7,2.0,2.0,2.7,2.6,1.6,1.3,0.1,1.0,1.7,2.0,1.1,1.2
27746,36,1.3,2.6,2.6,0.2,0.0,1.9,2.2,1.3,0.2,2.9,0.8,1.2,1.3,0.1
27747,40,0.9,1.2,1.4,1.9,1.1,1.7,2.4,2.8,2.2,2.7,2.0,2.8,0.6,1.4
27748,39,1.7,1.4,0.4,2.9,0.3,1.6,0.2,0.0,2.5,1.2,2.3,0.3,1.1,2.0
27749,208,2.1,0.3,0.6,1.3,3.0,1.8,0.8,1.3,1.3,0.8,2.0,1.4,2.6,1.7
27750,43,0.7,1.1,1.9,0.5,2.4,1.2,2.5,3.0,0.7,1.5,1.8,0.6,2.5,2.2
27751,42,3.0,2.9,1.3,2.0,1.9,1.1,0.9,2.3,1.0,1.7,2.3,0.9,2.3,0.8
27752,44,2.3,2.7,2.4,1.2,1.9,0.7,1.9,1.9,2.1,1.6,0.6,0.2,1.8,0.9
27753,41,1.2,1.6,2.6,0.3,1.7,1.3,2.1,1.0,0.3,0.8,2.5,1.0,0.2,1.9
27754,212,0.7,3.0,2.5,0.8,1.4,1.9,2.5,1.6,0.0,2.4,0.5,2.9,2.7,2.8
27755,48,1.8,0.2,2.7,0.9,2.2,1.5,0.2,2.2,2.2,1.2,2.6,0.0,1.0,1.8
27756,215,1.5,1.4,0.4,1.6,0.2,2.7,1.0,1.9,3.0,1.8,2.5,0.5,0.6,2.1
27757,210,1.9,2.3,0.6,2.1,0.8,1.2,1.0,0.1,2.5,1.2,2.5,2.9,1.6,0.2
27758,45,0.1,0.5,2.3,2.9,0.1,2.2,1.0,1.2,0.2,0.4,0.2,0.6,1.2,2.8
27759,47,0.5,0.8,1.4,2.7,3.0,2.7,0.3,1.1,2.8,2.0,0.9,1.1,0.1,3.0
27760,49,1.7,0.4,2.0,0.6,1.5,2.9,3.0,2.4,2.9,2.1,1.5,1.1,2.7,2.9
27761,46,0.5,1.8,2.7,2.1,0.2,0.4,0.7,0.4,2.4,2.4,0.4,2.8,1.2,0.9
27762,216,1.7,2.9,2.4,2.4,2.1,2.8,0.5,2.8,0.6,0.9,2.0,2.7,0.5,1.7
27763,51,2.2,1.6,1.1,0.8,2.5,2.2,2.0,0.5,2.7,0.9,1.0,2.6,2.0,1.6
27764,53,1.0,0.0,0.3,2.7,1.9,0.8,1.7,0.6,1.2,2.7,0.3,0.9,0.7,1.7
27765,50,2.8,1.3,1.2,2.5,0.4,0.3,0.3,1.4,0.6,2.5,1.3,2.2,2.8,2.7
27766,52,1.0,2.1,1.7,0.9,0.6,2.3,1.2,2.5,3.0,0.8,1.2,2.4,1.1,1.5
27767,222,1.1,1.3,2.4,2.3,2.3,1.5,0.9,1.1,3.0,2.7,2.3,1.7,0.4,1.8
27768,220,0.9,1.1,2.4,0.1,2.4,1.4,0.2,2.5,2.6,0.3,1.4,0.9,2.4,1.9
27769,54,2.2,0.2,0.1,1.7,0.5,1.7,1.9,2.0,2.6,0.1,2.7,1.4,2.2,0.6
27770,56,1.8,2.9,0.0,0.4,0.2,0.6,1.8,0.5,2.9,0.9,2.2,2.3,1.9,1.0
27771,221,2.2,0.6,0.1,2.0,0.1,0.2,1.8,2.9,1.6,0.6,2.7,2.0,2.7,0.1
27772,55,3.0,2.4,0.5,1.2,2.8,2.6,1.6,2.6,0.8,0.2,0.4,0.2,0.8,0.6
27773,60,1.6,2.9,1.8,1.4,1.5,1.4,2.7,1.3,1.8,1.8,0.6,2.3,1.6,1.4
27774,57,2.9,1.9,0.8,0.7,1.4,0.1,2.6,0.8,0.2,0.2,0.9,2.6,0.8,1.1
27775,58,0.6,1.0,2.9,0.2,0.6,0.6,2.2,2.4,1.6,1.3,0.1,0.7,1.4,2.2
27776,61,1.5,0.1,0.6,0.1,2.2,0.1,1.8,1.7,0.9,0.7,1.2,1.2,2.3,0.4
27777,224,0.2,0.1,0.3,2.1,1.6,0.1,1.1,0.7,2.6,1.0,0.0,2.9,0.2,0.9
27778,59,2.5,2.8,0.7,1.5,1.7,1.1,2.3,1.8,1.3,1.8,2.8,0.5,2.1,2.6
27779,226,1.5,2.4,0.7,2.2,0.1,1.0,0.2,1.9,1.3,2.3,1.0,1.3,2.3,1.1
27780,225,0.7,1.4,1.6,0.4,1.9,0.6,0.0,0.5,1.4,2.9,1.7,1.7,1.1,1.1
27781,63,0.5,0.3,2.6,1.8,1.6,1.4,2.8,1.0,0.4,0.3,2.9,1.8,0.9,2.2
27782,62,0.9,2.5,1.0,1.8,0.9,1.5,2.3,1.2,2.3,2.9,0.7,1.7,0.0,0.7
27783,64,0.1,2.0,0.9,2.7,1.7,0.3,2.8,0.9,1.6,0.7,0.1,1.7,1.7,0.1
27784,65,0.6,0.9,1.0,3.0,2.0,1.8,0.5,0.3,0.8,2.8,2.2,0.8,2.9,0.3
27785,66,1.7,0.3,1.5,1.6,2.5,2.6,1.5,2.3,1.9,2.3,2.7,0.8,1.7,0.8
27786,227,0.6,1.6,0.3,0.8,2.0,0.5,0.0,1.4,1.2,0.3,1.4,0.3,2.9,1.0
27787,228,2.1,0.9,2.0,0.0,2.2,1.4,1.3,0.7,2.6,2.6,1.0,1.0,2.4,2.6
27788,67,1.8,0.5,2.4,0.9,1.2,2.8,2.1,3.0,2.1,2.5,2.6,1.6,1.3,0.2
27789,230,0.8,0.9,1.1,1.6,1.6,0.7,0.7,2.1,1.1,1.9,1.1,0.4,1.3,0.2
27790,68,0.8,2.0,1.3,1.3,0.9,0.9,0.9,1.6,1.7,2.5,2.0,1.0,2.4,1.3
27791,70,2.7,2.1,2.2,2.2,1.3,2.2,2.4,0.4,0.5,2.2,0.9,1.8,0.7,0.6
27792,229,0.1,2.5,1.6,1.9,1.7,0.8,0.9,0.8,1.2,1.3,2.2,2.2,2.5,2.8
27793,71,1.4,1.9,0.3,2.3,2.7,3.0,0.6,1.8,1.4,1.7,0.5,2.9,0.6,2.3
27794,73,2.0,2.2,3.0,2.9,1.6,2.0,1.5,0.8,2.7,1.7,2.1,2.1,1.5,0.7
27795,69,2.0,1.8,1.7,1.7,2.3,2.8,2.1,1.1,2.5,0.0,2.0,2.0,2.1,2.1
27796,72,1.5,0.9,2.9,0.0,0.5,0.6,0.7,2.1,1.7,1.0,2.8,0.4,1.6,1.3
27797,235,2.0,2.0,2.8,2.7,1.6,2.5,1.8,2.0,0.1,1.7,0.5,2.6,2.7,0.5
27798,74,0.9,2.6,0.8,1.1,2.5,0.9,0.9,2.0,1.9,1.6,0.7,1.1,0.8,2.4
27799,76,0.4,2.0,0.8,2.4,2.5,3.0,1.1,0.4,0.4,2.8,1.0,1.4,0.5,2.0
27800,78,1.3,2.8,0.5,2.3,1.0,2.6,0.1,1.2,0.7,0.2,1.5,0.9,1.9,2.5
27801,83,1.2,1.1,2.8,0.2,2.2,0.9,2.4,2.6,1.5,0.1,1.3,1.3,0.8,1.4
27802,245,1.7,0.5,2.6,1.3,0.2,2.6,1.4,2.9,1.2,1.4,0.4,2.8,1.4,2.6
27803,77,1.3,1.1,2.7,0.8,0.3,2.9,0.8,2.6,0.3,1.9,0.5,0.3,0.5,2.3
27804,3,1.1,1.5,1.1,2.6,0.5,1.9,1.4,2.5,2.1,0.6,2.4,2.6,1.5,1.2
27805,86,0.7,0.7,1.3,0.2,1.4,2.5,1.4,0.3,1.2,1.1,2.8,0.2,1.8,0.1
27806,85,2.9,0.0,1.1,2.1,0.8,1.3,0.9,1.8,2.9,0.4,1.1,2.3,0.8,0.2
27807,236,0.5,1.5,2.2,1.7,0.6,0.7,1.8,1.6,0.3,1.6,1.9,1.3,0.1,0.8
27808,81,1.9,0.5,2.9,1.6,1.8,1.8,0.0,2.5,1.6,0.6,0.8,2.1,1.1,1.6
27809,91,0.7,2.6,0.0,0.4,1.0,1.9,0.8,0.6,1.8,1.0,1.1,0.0,2.8,0.9
27810,87,2.6,1.2,0.5,0.3,0.3,0.0,1.9,2.4,0.1,1.3,2.2,1.8,0.0,2.0
27811,246,1.4,1.5,0.3,1.9,2.8,1.3,0.4,1.5,0.2,2.1,1.0,1.7,2.4,2.1
27812,2,2.8,1.1,0.9,0.0,1.0,2.9,0.4,2.8,1.5,2.4,1.5,0.1,2.2,2.5
27813,89,1.2,0.8,1.9,2.8,2.4,1.1,2.3,0.1,1.0,0.3,2.8,0.7,2.0,1.2
27814,94,2.1,2.2,0.6,2.4,2.0,2.7,2.6,0.2,1.6,2.0,2.0,1.2,0.5,1.7
